quarter,department,targeted_productivity,smv,wip,over_time,incentive,idle_time,no_of_style_change,no_of_workers,actual_productivity
Quarter2,sweing,0.5,26.82,711,7080,23,0,1,59,0.500033898
Quarter2,finishing,0.6,3.9,,960,0,0,0,8,0.4509375
Quarter2,finishing,0.7,2.9,,960,0,0,0,8,0.441041667
Quarter2,finishing,0.6,2.9,,960,0,0,0,8,0.271875
Quarter2,finishing,0.8,2.9,,0,960,0,0,8,0.960625
Quarter2,finishing,0.8,4.6,,0,1080,0,0,9,0.902962963
Quarter2,finishing,0.6,3.94,,0,2880,0,0,12,0.864342593
Quarter2,sweing,0.75,26.82,1079,7020,65,0,0,58,0.850446154
Quarter2,sweing,0.75,26.82,1322,7140,65,0,0,59,0.850426891
Quarter2,finishing,0.75,2.9,,0,3600,0,0,15,0.841
Quarter2,sweing,0.8,30.1,964,5160,50,0,1,58,0.800842424
Quarter2,sweing,0.8,15.26,1132,4080,63,0,0,34,0.800401961
Quarter2,sweing,0.8,11.41,357,3420,50,0,0,58,0.800034503
Quarter2,finishing,0.8,4.6,,0,1440,0,0,12,0.795416667
Quarter2,finishing,0.75,3.94,,0,960,0,0,8,0.7953875
Quarter2,finishing,0.75,3.94,,0,960,0,0,8,0.794566667
Quarter2,sweing,0.75,18.79,1193,6240,45,0,0,52,0.750395513
Quarter2,sweing,0.7,16.1,817,5520,30,0,1,45,0.700516224
Quarter2,sweing,0.7,21.82,1576,6000,30,0,0,50,0.700422
Quarter2,finishing,0.7,3.9,,0,1200,0,0,10,0.6825
Quarter2,sweing,0.65,23.41,1262,4560,35,0,1,38,0.650962281
Quarter2,sweing,0.65,30.48,953,6720,26,0,1,56,0.650421429
Quarter2,sweing,0.6,26.82,919,7080,23,0,1,59,0.600040678
Quarter2,sweing,0.5,30.48,1161,6600,0,0,1,55,0.500610909
Quarter2,finishing,0.7,2.9,,0,960,0,0,8,0.477291667
Quarter2,finishing,0.65,3.9,,0,960,0,0,8,0.2640625
Quarter2,finishing,0.8,4.6,,1080,0,0,0,9,0.92
Quarter2,finishing,0.6,3.94,,1440,0,0,0,12,0.909391667
Quarter2,sweing,0.75,26.82,1574,7080,75,0,0,59,0.900061017
Quarter2,finishing,0.8,4.6,,1440,0,0,0,12,0.894444444
Quarter2,finishing,0.75,3.94,,960,0,0,0,8,0.881575
Quarter2,finishing,0.75,3.94,,960,0,0,0,8,0.880754167
Quarter2,sweing,0.75,26.82,1104,5880,65,0,0,59,0.850084211
Quarter2,finishing,0.75,2.9,,1800,0,0,0,15,0.821666667
Quarter2,sweing,0.8,15.26,1069,4080,63,0,0,34,0.800401961
Quarter2,sweing,0.8,30.1,756,6960,63,0,1,58,0.800071839
Quarter2,sweing,0.8,11.41,338,3420,50,0,0,58,0.800034503
Quarter2,finishing,0.8,2.9,,960,0,0,0,8,0.758229167
Quarter2,sweing,0.75,21.82,1499,6000,34,0,0,50,0.750608
Quarter2,sweing,0.75,18.79,1247,6240,45,0,0,52,0.750395513
Quarter2,finishing,0.7,3.9,,960,0,0,0,8,0.741
Quarter2,sweing,0.7,30.48,923,6840,30,0,1,57,0.700505263
Quarter2,sweing,0.7,23.41,1180,4560,30,0,1,38,0.700246491
Quarter2,sweing,0.7,16.1,957,5400,40,0,1,45,0.700051852
Quarter2,sweing,0.65,26.82,1001,7080,26,0,1,59,0.650044068
Quarter2,sweing,0.6,30.48,1017,6840,25,0,1,57,0.630402924
Quarter2,finishing,0.65,3.9,,960,0,0,0,8,0.560625
Quarter2,finishing,0.5,3.9,,960,0,0,0,8,0.560625
Quarter2,finishing,0.7,2.9,,960,0,0,0,8,0.39875
Quarter2,finishing,0.8,4.6,,2160,0,0,0,9,0.922839506
Quarter2,finishing,0.8,2.9,,2400,0,0,0,10,0.874027778
Quarter2,finishing,0.75,3.9,,1920,0,0,0,8,0.819270833
Quarter2,finishing,0.75,3.94,,1920,0,0,0,8,0.813309028
Quarter2,finishing,0.75,3.94,,1920,0,0,0,8,0.812625
Quarter2,sweing,0.8,15.26,470,4080,63,0,0,34,0.800401961
Quarter2,sweing,0.8,30.1,735,6960,63,0,1,58,0.800071839
Quarter2,sweing,0.8,11.41,560,3420,50,0,0,58,0.800034503
Quarter2,finishing,0.8,4.6,,1920,0,0,0,8,0.786631944
Quarter2,finishing,0.7,3.94,,1440,0,0,0,12,0.75885
Quarter2,sweing,0.75,21.82,1674,6000,34,0,0,50,0.750608
Quarter2,sweing,0.75,18.79,290,5040,45,0,0,52,0.750347333
Quarter2,sweing,0.75,16.1,971,5400,45,0,1,45,0.750140741
Quarter2,sweing,0.75,26.82,1322,7080,45,0,0,59,0.750050847
Quarter2,sweing,0.75,26.82,1054,7080,45,0,0,59,0.750050847
Quarter2,sweing,0.7,26.82,992,6960,30,0,1,58,0.700556897
Quarter2,sweing,0.7,30.48,914,6840,30,0,1,57,0.700505263
Quarter2,sweing,0.7,23.41,1128,4560,40,0,1,38,0.700246491
Quarter2,sweing,0.65,30.48,935,6840,26,0,1,57,0.650596491
Quarter2,finishing,0.75,2.9,,960,0,0,0,8,0.628333333
Quarter2,finishing,0.7,3.9,,960,0,0,0,8,0.625625
Quarter2,finishing,0.65,3.9,,960,0,0,0,8,0.625625
Quarter2,finishing,0.75,2.9,,1800,0,0,0,15,0.505888889
Quarter2,finishing,0.7,2.9,,720,0,0,0,6,0.394722222
